State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,18/01/2006,2700,4050,3340,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,23/01/2006,2400,3950,3175,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,24/01/2006,2600,4200,3300,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,13/03/2006,1400,2800,2400,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,20/03/2006,1425,2750,2375,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,13/04/2006,2250,2900,2325,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,14/04/2006,2125,2900,2325,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,18/04/2006,1900,2900,2575,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,25/04/2006,2000,3150,2525,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,02/05/2006,1850,3210,2430,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,04/05/2006,1950,3050,2550,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,05/05/2006,2500,2900,2675,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,15/05/2006,2105,3105,2780,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,23/05/2006,2000,2650,2400,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,27/05/2006,2025,2640,2475,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,01/06/2006,1125,2300,1900,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,17/07/2006,1075,1800,1570,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,11/08/2006,1125,2000,1650,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,24/08/2006,900,1800,1650,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,01/09/2006,1800,2900,2500,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,16/09/2006,2025,2900,2450,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,25/09/2006,1250,2450,2350,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,29/09/2006,1250,2450,2400,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,09/10/2006,1700,2625,2125,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,28/11/2006,1550,2055,1950,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,16/12/2006,2555,3270,2850,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,19/12/2006,750,2550,2225,94
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Beans,Other,FAQ,28/12/2006,1050,2280,1975,94
Gujarat,Surat,S.Mandvi,Beans,Other,FAQ,25/03/2006,1525,1525,1525,94
Gujarat,Surat,S.Mandvi,Beans,Other,FAQ,09/04/2006,1500,1500,1500,94
Gujarat,Surat,S.Mandvi,Beans,Other,FAQ,22/04/2006,1350,1350,1350,94
Gujarat,Surat,Vyra,Beans,Other,FAQ,20/03/2006,1525,1600,1562,94
Gujarat,Surat,Vyra,Beans,Other,FAQ,30/03/2006,1400,1575,1487,94
Gujarat,Surat,Vyra,Beans,Other,FAQ,31/03/2006,1350,1700,1525,94
Gujarat,Surat,Vyra,Beans,Other,FAQ,03/04/2006,1500,1715,1607,94
Gujarat,Surat,Vyra,Beans,Other,FAQ,14/04/2006,1400,1565,1482,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,11/05/2006,2200,2300,2250,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,23/05/2006,2600,2600,2600,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,05/06/2006,2600,2600,2600,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,12/07/2006,2450,3100,2800,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,15/07/2006,2450,3100,2800,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,08/08/2006,2800,3400,3100,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,26/08/2006,2800,3400,3000,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,04/09/2006,2800,3400,3000,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,05/09/2006,2800,3400,3000,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,08/09/2006,2800,3400,3000,94
Gujarat,Vadodara(Baroda),Vadodara,Beans,Other,FAQ,02/11/2006,3300,3600,3500,94
Haryana,Jind,Jind,Beans,Other,FAQ,28/06/2006,200,300,300,94
Haryana,Sirsa,Sirsa,Beans,Other,FAQ,04/01/2006,3400,3600,3500,94
Haryana,Sirsa,Sirsa,Beans,Other,FAQ,30/01/2006,3300,3600,3550,94
Haryana,Sirsa,Sirsa,Beans,Other,FAQ,20/02/2006,3800,4000,3900,94
Haryana,Sirsa,Sirsa,Beans,Other,FAQ,03/04/2006,3400,3800,3600,94
Haryana,Sirsa,Sirsa,Beans,Other,FAQ,03/05/2006,5800,6000,5900,94
Jharkhand,Giridih,Giridih,Beans,Beans (Whole),FAQ,21/07/2006,3400,3500,3500,94
Jharkhand,Giridih,Giridih,Beans,Beans (Whole),FAQ,23/12/2006,3200,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Beans (Whole),FAQ,26/12/2006,3200,3340,3340,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,24/07/2006,2850,3000,3000,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,26/07/2006,2860,3000,3000,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,28/07/2006,3500,3600,3600,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,04/08/2006,3400,3460,3460,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,05/08/2006,3400,3500,3500,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,10/08/2006,3300,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,17/08/2006,3400,3500,3500,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,21/08/2006,1440,1500,1500,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,22/08/2006,1500,1530,1530,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,24/08/2006,1500,1540,1540,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,19/09/2006,1460,1500,1500,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,25/09/2006,3300,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,16/10/2006,3300,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,01/11/2006,3300,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,21/11/2006,1500,1530,1530,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,22/11/2006,3300,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,27/11/2006,1500,1540,1540,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,29/11/2006,3300,3400,3400,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,09/12/2006,1500,1550,1550,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,12/12/2006,1500,1560,1560,94
Jharkhand,Giridih,Giridih,Beans,Other,FAQ,13/12/2006,1500,1560,1560,94
Jharkhand,Koderma,Koderma,Beans,Other,FAQ,08/06/2006,4000,4500,4300,94
Jharkhand,Koderma,Koderma,Beans,Other,FAQ,21/06/2006,5500,6000,5500,94
Jharkhand,Koderma,Koderma,Beans,Other,FAQ,04/07/2006,5200,5400,5200,94
Jharkhand,Koderma,Koderma,Beans,Other,FAQ,06/07/2006,5200,5400,5300,94
Jharkhand,Koderma,Koderma,Beans,Other,FAQ,02/09/2006,1700,1900,1800,94
Jharkhand,Koderma,Koderma,Beans,Other,FAQ,16/09/2006,1700,1900,1800,94
Jharkhand,Pakur,Pakur,Beans,Local,FAQ,11/06/2006,3900,4300,4200,94
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,29/03/2006,900,1040,1010,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,07/04/2006,931,1100,1050,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,10/05/2006,970,1175,1100,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,19/05/2006,1000,1140,1040,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,24/05/2006,1100,1222,1150,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,26/05/2006,1076,1189,1125,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,29/05/2006,1100,1225,1150,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,30/05/2006,1085,1200,1150,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,19/06/2006,1040,1115,1090,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,23/06/2006,1000,1170,1100,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,27/06/2006,1050,1163,1110,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,05/07/2006,1024,1066,1050,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,06/07/2006,1025,1080,1050,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,12/07/2006,1000,1084,1049,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,20/07/2006,1086,1086,1086,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,03/08/2006,1100,1193,1150,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,10/08/2006,1036,1120,1090,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,14/08/2006,1175,1175,1175,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,21/08/2006,1200,1245,1220,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,24/08/2006,1207,1212,1210,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,25/08/2006,1131,1220,1200,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,01/09/2006,1150,1191,1175,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,12/09/2006,1250,1316,1300,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,20/09/2006,1170,1270,1250,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,25/09/2006,1250,1270,1260,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,28/09/2006,1155,1275,1250,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,03/10/2006,1260,1280,1270,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,05/10/2006,1235,1269,1252,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,07/10/2006,1150,1210,1200,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,27/10/2006,1100,1183,1150,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,18/11/2006,1070,1135,1100,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,25/11/2006,1060,1112,1090,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,05/12/2006,1080,1139,1110,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,12/12/2006,1000,1090,1050,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,19/12/2006,1076,1111,1100,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,22/12/2006,901,1058,1020,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Lak (Whole),FAQ,23/12/2006,1026,1040,1035,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,05/01/2006,1197,1230,1210,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,13/01/2006,1200,1235,1223,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,31/01/2006,840,927,900,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,04/02/2006,809,1012,1000,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,08/02/2006,858,1039,1020,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,08/03/2006,790,915,820,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,20/03/2006,826,975,950,96
Chattisgarh,Balodabazar,Bhatapara,Lak(Teora),Other,FAQ,22/03/2006,885,1010,908,96
Chattisgarh,Bemetara,Bemetara,Lak(Teora),Other,FAQ,28/10/2006,1000,1000,1000,96
Chattisgarh,Bilaspur,Takhatpur,Lak(Teora),Other,FAQ,02/09/2006,997,1000,998,96
Chattisgarh,Bilaspur,Takhatpur,Lak(Teora),Other,FAQ,11/09/2006,942,1000,990,96
Chattisgarh,Bilaspur,Takhatpur,Lak(Teora),Other,FAQ,12/09/2006,940,945,942,96
Chattisgarh,Bilaspur,Takhatpur,Lak(Teora),Other,FAQ,30/12/2006,698,705,700,96
Chattisgarh,Dhamtari,Dhamtari,Lak(Teora),Lak (Whole),FAQ,06/05/2006,955,961,956,96
Chattisgarh,Gariyaband,Gariyaband,Lak(Teora),Lak (Whole),FAQ,07/07/2006,1000,1000,1000,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,21/03/2006,801,850,850,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,22/03/2006,880,920,920,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,27/03/2006,900,918,916,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,29/03/2006,892,923,909,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,10/04/2006,962,962,962,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,12/04/2006,979,987,987,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,03/05/2006,949,955,952,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,07/05/2006,963,972,972,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,05/06/2006,1018,1026,1018,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,22/06/2006,1013,1013,1013,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,04/09/2006,1164,1164,1164,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,11/09/2006,1266,1266,1266,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,28/09/2006,1249,1249,1249,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,15/11/2006,1048,1050,1048,96
Chattisgarh,Kabirdham,Kawardha,Lak(Teora),Other,FAQ,16/11/2006,1076,1076,1076,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Lak (Whole),FAQ,10/06/2006,575,576,575,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Lak (Whole),FAQ,14/07/2006,971,972,971,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Other,FAQ,30/06/2006,1000,1001,1000,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Other,FAQ,11/07/2006,950,951,950,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Other,FAQ,14/07/2006,971,972,971,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Other,FAQ,25/08/2006,995,995,995,96
Chattisgarh,Mungeli,Lormi,Lak(Teora),Other,FAQ,28/08/2006,990,991,990,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,25/05/2006,1025,1105,1090,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,27/05/2006,1070,1194,1100,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,02/06/2006,1020,1045,1030,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,09/06/2006,1019,1081,1060,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,13/06/2006,965,1160,1060,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,17/06/2006,1029,1044,1039,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,26/06/2006,1036,1049,1048,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,13/07/2006,1035,1035,1035,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,19/07/2006,800,1063,1050,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,10/11/2006,1005,1061,1050,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,11/11/2006,1025,1050,1040,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,13/11/2006,1050,1062,1059,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,20/11/2006,1061,1119,1100,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,01/12/2006,1090,1106,1090,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Lak (Whole),FAQ,05/12/2006,1050,1090,1075,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,07/08/2006,1090,1091,1090,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,12/08/2006,1119,1122,1119,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,30/08/2006,1165,1180,1165,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,31/08/2006,1058,1058,1058,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,07/09/2006,925,1000,975,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,11/09/2006,1311,1351,1315,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,15/09/2006,925,1240,1100,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,18/09/2006,1206,1258,1250,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,19/09/2006,1226,1259,1230,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,21/09/2006,1035,1247,1100,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,23/09/2006,1250,1275,1250,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,09/10/2006,1200,1211,1206,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,10/10/2006,1100,1214,1200,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,12/10/2006,1085,1157,1122,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,16/10/2006,1141,1192,1165,96
Chattisgarh,Mungeli,Munguli,Lak(Teora),Other,FAQ,19/10/2006,1167,1167,1167,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,20/08/2006,5000,10000,8000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,16/09/2006,8000,10000,9000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,14/10/2006,5000,8000,5000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,21/10/2006,5000,6000,5000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,22/10/2006,5000,6000,5000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,31/10/2006,5000,6000,5000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,08/11/2006,4000,5000,4000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,18/11/2006,5000,7000,7000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,09/12/2006,6000,7000,6000,96
Chattisgarh,Narayanpur,Narayanpur,Lak(Teora),Other,FAQ,12/12/2006,4000,5000,4000,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,15/02/2006,930,941,935,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,16/02/2006,870,897,885,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,18/02/2006,900,937,918,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,24/02/2006,853,890,873,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,25/02/2006,813,835,826,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,01/03/2006,813,869,853,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,02/03/2006,806,829,820,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,07/03/2006,756,853,803,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,09/03/2006,776,844,806,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,24/03/2006,800,972,871,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,15/04/2006,800,965,893,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,18/04/2006,905,967,936,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,29/04/2006,935,960,945,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,04/05/2006,930,965,947,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,15/05/2006,1080,1112,1098,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,08/09/2006,1100,1100,1100,96
Chattisgarh,Raipur,Raipur,Lak(Teora),Other,FAQ,25/11/2006,800,1060,932,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,28/01/2006,1110,1160,1150,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,10/02/2006,1140,1175,1165,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,13/02/2006,1130,1170,1165,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,18/02/2006,970,990,980,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,20/02/2006,950,967,960,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,23/02/2006,910,943,936,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,24/02/2006,902,917,910,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,10/03/2006,875,916,880,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,11/03/2006,850,910,880,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,13/03/2006,850,910,890,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,22/03/2006,1051,1085,1070,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,24/03/2006,1000,1050,1030,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,25/03/2006,950,1025,1000,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,27/03/2006,1000,1030,1026,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,29/03/2006,980,1020,1000,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,30/03/2006,1050,1080,1061,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,08/04/2006,1180,1180,1180,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,02/05/2006,1100,1150,1140,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,15/05/2006,1202,1271,1240,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,03/06/2006,1150,1175,1166,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,06/06/2006,1125,1125,1125,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,21/06/2006,1050,1070,1060,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,01/07/2006,1125,1160,1145,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,08/07/2006,1110,1110,1110,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,20/07/2006,1100,1100,1100,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,09/09/2006,1325,1325,1325,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,09/11/2006,1100,1125,1112,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,11/11/2006,1000,1025,1010,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,13/11/2006,1050,1121,1100,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,22/11/2006,1100,1111,1105,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,30/11/2006,1106,1125,1115,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,02/12/2006,1129,1129,1129,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,06/12/2006,1115,1115,1115,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,07/12/2006,1074,1091,1080,96
Chattisgarh,Rajnandgaon,Rajnandgaon,Lak(Teora),Lak (Whole),FAQ,13/12/2006,1018,1105,1090,96
